,Firmenname,Stromkennzeichnung Atom,Kohle,Erdgas,sonst. Fossil,EEG Strom,Erneuerbare Energien,Check,Kohle und sonst. Fossile Energieträger,Stromeinkauf (ohne EEG) Atom,Kohle2,Erdgas2,sonst. Fossil 2,Erneuerbare Energien 2,Kohle und sonst. Fossile Energieträger 2,CO2 Emmision (g/KWh),Atommüll (g/kWh),Tatsächlicher CO2-Ausstoß (Stromeinkauf) ohne EEG,Link,Anmerkungen,Lichtblick Liste,Adresse,PLZ,Stadt,URL,Kontakt     (nur relevante Anbieter),RoWo-Kriterien,A,B,C,D,R,X,Eigene Kraftwerke/Anteile an Kraftwerken,Zertifizierung? (ein oder mehrer Tarife),Stromkennzeichung fehlt,Bemerkung,RoWo Liste
647,Stadtwerke Crailsheim GmbH,3.89%,13.84%,10.66%,0.46%,68.48%,2.67%,100.00%,24.96%,12.34%,43.91%,33.82%,1.46%,8.47%,79.19%,161.0,0.0001,511.770304568528,https://www.stw-crailsheim.de/stadtwerke-crailsheim/privatkunden/strom/stromkennzeichnung.html,FEHLER mit EEG,True,Fr.-Bergius-Str. 10 - 14,74564,Crailsheim,http://www.stw-crailsheim.de/,,A,x,,,,x,,,,,,True
648,Stadtwerke Dachau,5.54%,21.69%,8.69%,1.02%,52.94%,10.12%,100.00%,31.40%,11.77%,46.09%,18.47%,2.17%,21.50%,66.72%,234.0,0.0001,497.237569060774,https://www.stadtwerke-dachau.de/strom/strommix.html,,True,Brunngartenstr. 3,85221,Dachau,https://www.stadtwerke-dachau.de/kontakt.html,,A,x,,,,x,,,,,,True
649,Stadtwerke Deggendorf GmbH,7.80%,22.40%,8.00%,1.40%,52.90%,7.40%,99.90%,31.80%,16.56%,47.56%,16.99%,2.97%,15.71%,67.52%,263.0,0.0002,558.3864118895971,http://www.stadtwerke-deggendorf.de/strom/stromkennzeichnung/,,True,Graflinger Straße 36,94469,Deggendorf,https://www.stadtwerke-deggendorf.de/,,A,x,,,,x,,,,,,True
650,Stadtwerke Deidesheim GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stadtwerke-deidesheim.de/swd-wAssets/docs/Produkte/Strom/Kennzeichnung-der-Stromlieferungen-2017.pdf,,True,Im Kathrinenbild 5,67146,Deidesheim,https://www.stadtwerke-deidesheim.de/,,R?,,,,,,,,,,,True
651,Stadtwerke Delitzsch GmbH,11.40%,17.50%,14.20%,0.70%,52.90%,3.30%,100.00%,32.40%,24.20%,37.15%,30.15%,1.49%,7.01%,68.79%,260.0,0.0003,552.016985138004,https://www.sw-delitzsch.de/privatkunden/service/rechtliches/energiemix/,,True,,,,,,,,,,,,,,,,,
652,Stadtwerke Delmenhorst GmbH,0.00%,0.00%,0.00%,0.00%,52.94%,47.06%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stadtwerkegruppe-del.de/fileadmin/Dateien-Marketing/1_Versorgung/2_Strom/Stromkennzeichnung_2017.pdf,,True,,,,,,,,,,,,,,,,,
653,Stadtwerke Detmold GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stadtwerke-detmold.de/Strom/Energiemix/,,True,Am Gelskamp 10,32758,Detmold,https://www.stadtwerke-detmold.de/,,B,Innogy 12.45%,,x,,,,,TÜV Nord,,,True
654,Stadtwerke Dettelbach,0.60%,1.60%,0.60%,0.10%,52.90%,44.20%,100.00%,2.30%,1.27%,3.40%,1.27%,0.21%,93.84%,4.88%,18.0,0.0,38.2165605095541,https://www.dettelbach.de/sites/gensite.asp?SID=cms2611201815561628107272&Art=0621:627:633,,True,Luitpold-Baumann-Str. 1,97337,Dettelbach,https://www.dettelbach.de/sites/gensite.asp?SID=cms1408201921145925519776&Art=02&WB=1,,A,x,,,,x,,,,,,True
655,Stadtwerke Diez GmbH,9.00%,31.20%,2.80%,0.30%,52.90%,3.80%,100.00%,34.30%,19.11%,66.24%,5.94%,0.64%,8.07%,72.82%,,,0.0,https://www.stadtwerke-diez.de/strom/stromkennzeichnung.html,FEHLER Umweltbelastungen,True,,,,,,,,,,,,,,,,,
656,Stadtwerke Dillingen/Saar GmbH,9.30%,32.10%,3.40%,0.50%,52.90%,1.70%,99.90%,36.00%,19.75%,68.15%,7.22%,1.06%,3.61%,76.43%,488.0,0.0003,1036.09341825902,https://www.swd-saar.de/strom/zusaetzliche-infos/,,True,,,,,,,,,,,,,,,,,
657,Stadtwerke Dingolfing GmbH,6.30%,16.80%,6.00%,0.80%,52.90%,17.00%,99.80%,23.60%,13.38%,35.67%,12.74%,1.70%,36.09%,50.11%,325.0,0.0002,690.021231422505,https://www.stadtwerke-dingolfing.de/upload/strom/strom_vertrieb/Energiemix%202017%20Teil%201.pdf,,True,,,,,,,,,,,,,,,,,
658,Stadtwerke Dinkelsbühl,8.70%,23.70%,8.30%,0.80%,52.90%,5.60%,100.00%,32.80%,18.47%,50.32%,17.62%,1.70%,11.89%,69.64%,261.0,0.0002,554.140127388535,https://www.sw-dinkelsbuehl.de/de/netze/strom/veroeffentlichungspflichten/grund-und-ersatzversorgung.html,,True,,,,,,,,,,,,,,,,,
659,Stadtwerke Dinslaken GmbH,6.20%,28.10%,3.70%,0.40%,50.60%,11.00%,100.00%,32.20%,12.55%,56.88%,7.49%,0.81%,22.27%,65.18%,299.0,0.0002,605.263157894737,https://www.stadtwerke-dinslaken.de/privatkunden/strom/uebersicht/weitere-produkte-und-informationen/stromkennzeichnzeichnung.html#pane-22,,True,Gerhard-Malina-Strasse 1,46537,Dinslaken,https://www.stadtwerke-dinslaken.de/privatkunden/startseite.html,,A,x,,,,x,,,,,,True
660,Stadtwerke Ditzingen GmbH & Co. KG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.sw-ditzingen.de/privatkunden/strom/kennzeichnung/,nicht aktuell,True,Bauernstraße 76/1,71254,Ditzingen,https://www.sw-ditzingen.de/,,A,x,,,,x,,,,,,True
661,Stadtwerke Döbeln GmbH,7.60%,26.64%,12.28%,0.44%,52.94%,0.10%,100.00%,39.36%,16.15%,56.61%,26.09%,0.93%,0.21%,83.64%,314.0,0.0002,667.233319167021,https://www.stadtwerke-doebeln.de/Stromkennzeichnung::57,,True,Rosa-Luxemburg-Str. 9,04720,Döbeln,https://www.stadtwerke-doebeln.de/,,A,x,,,,x,,,,,,True
662,Stadtwerke Dorfen GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-dorfen.de/produkte/strom/tarife#t-s-privat-gewerbe,nicht aktuell,True,,,,,,,,,,,,,,,,,
663,Stadtwerke Dreieich GmbH,9.10%,25.90%,9.50%,1.50%,52.90%,1.10%,100.00%,36.90%,19.32%,54.99%,20.17%,3.18%,2.34%,78.34%,306.0,0.0002,649.6815286624201,https://www.stadtwerke-dreieich.de/produkte/strom/stromkennzeichnung/?caba6d5024314290398a946348a0c011=CqZJ5gHRS8LDsdGUD4QJK0,,True,,,,,,,,,,,,,,,,,
664,Stadtwerke Duisburg AG,6.70%,24.60%,14.90%,0.70%,52.10%,1.00%,1.00%,40.20%,13.99%,51.36%,31.11%,1.46%,2.09%,83.92%,299.0,0.0002,624.2171189979119,https://www.stadtwerke-duisburg.de/fileadmin/user_upload/Tarifdaten/Strom/Stromkennzeichnung_2018_November.pdf,,True,Bungertstr. 27,47053,Duisburg,https://www.stadtwerke-duisburg.de/,,A,x,,,,x,,,,,,True
665,Stadtwerke Dülmen GmbH,9.19%,29.23%,4.80%,0.68%,52.95%,3.15%,100.00%,34.71%,19.53%,62.13%,10.20%,1.45%,6.70%,73.77%,321.0,0.0002,682.252922422954,https://www.stadtwerke-duelmen.de/privatkunden/strom/,,True,,,,,,,,,,,,,,,,,
666,Stadtwerke Düren GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-dueren.de/privatkunden/produkte/strom/unser-strommix/,nicht aktuell,True,Arnoldsweilerstr. 60,52351,Düren,https://www.stadtwerke-dueren.de/corporate/karriere/,,A,x,,,,x,,,,,,True
667,Stadtwerke Düsseldorf AG,4.90%,15.10%,24.20%,1.70%,50.20%,3.90%,100.00%,41.00%,9.84%,30.32%,48.59%,3.41%,7.83%,82.33%,238.0,0.0001,477.911646586345,https://www.swd-ag.de/medien/dokumente/vertragsbestaetigungen/stromkennzeichnung.pdf,,True,Höherweg 100,40233,Düsseldorf,https://www.swd-ag.de/,,A,x,,,,x,,,,,,True
668,Stadtwerke Eberbach,6.60%,31.70%,7.40%,1.20%,52.90%,0.20%,100.00%,40.30%,14.01%,67.30%,15.71%,2.55%,0.42%,85.56%,358.0,0.0002,760.084925690021,http://www.stadtwerke-eberbach.de/strom.html,,True,,,,,,,,,,,,,,,,,
669,Stadtwerke Ebermannstadt Versorgungsbetriebe GmbH,8.00%,10.00%,3.00%,0.00%,53.00%,26.00%,100.00%,13.00%,17.02%,21.28%,6.38%,0.00%,55.32%,27.66%,107.0,0.0002,227.659574468085,https://www.stadtwerke-ebermannstadt.de/ebermannstadtGips/Ebermannstadt/stadtwerke-ebermannstadt2.de/Strom/Tarife-Netzgebiet-Bayernwerk-/Preise-und-Antraege-Netzgebiet-Bayernwerk/Stromkennzeichnung.pdf#search=stromkennzeichnung,,True,Forchheimer Straße 29,91320,Ebermannstadt,https://www.stadtwerke-ebermannstadt.de/de/Fussnavigation/Impressum/,,A,,,,,,,,,,,True
670,Stadtwerke Eckernförde GmbH,7.79%,23.77%,10.87%,1.18%,52.94%,3.46%,100.01%,35.82%,16.55%,50.51%,23.10%,2.51%,7.35%,76.12%,286.0,0.0002,607.734806629834,https://www.stadtwerke-eckernfoerde.de/index.php/strom.html,,True,Bormbrook 1,24340,Eckernförde,https://www.stadtwerke-eckernfoerde.de/index.php/unternehmen.html,,A,x,,,,x,,,,,,True
671,Stadtwerke Eichstätt Versorgungs-GmbH,7.20%,19.60%,6.80%,0.70%,52.90%,12.80%,100.00%,27.10%,15.29%,41.61%,14.44%,1.49%,27.18%,57.54%,216.0,0.0002,458.59872611464993,https://www.stadtwerke-eichstaett.de/strom/stromkennzeichnung/,,True,,,,,,,,,,,,,,,,,
672,Stadtwerke Eilenburg GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.eilenburger-stadtwerke.de/privatkunden/strom/veroeffentlichungsdaten,nicht aktuell,True,,,,,,,,,,,,,,,,,
673,Stadtwerke Einbeck GmbH,8.00%,18.00%,6.00%,1.00%,33.00%,34.00%,100.00%,25.00%,11.94%,26.87%,8.96%,1.49%,50.75%,37.31%,208.0,0.0002,310.44776119403,https://www.stadtwerke-einbeck.de/strom/stromkennzeichnung/,,True,Grimsehlstraße 17,37574,Einbeck,https://www.stadtwerke-einbeck.de/,,A,x,,,,x,,,,,,True
674,Stadtwerke Eisenberg Energie GmbH,8.00%,23.00%,10.00%,1.00%,53.00%,5.00%,100.00%,34.00%,17.02%,48.94%,21.28%,2.13%,10.64%,72.34%,279.0,0.0002,593.617021276596,https://portal.stadtwerke-eisenberg.de/Strom-Mix-cbdzasFAFzqEAAAAE1j24OvEOF-SWE-SWEPortal-Site-WFS-de_DE-EUR%3Bsid=L73_iCZud7nDLndnknfmQ46uRhlt8k_Kvcc=,,True,Etzdorfer Str. 2,07607,Eisenberg,https://portal.stadtwerke-eisenberg.de/,,A,x,,,,x,,,,,,True
675,Stadtwerke Eisenhüttenstadt GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://swehst.de/huettestrom/energiemix/,nicht aktuell,True,,,,,,,,,,,,,,,,,
676,Stadtwerke Elbtal GmbH,9.70%,29.90%,8.70%,1.40%,47.90%,2.40%,100.00%,40.00%,18.62%,57.39%,16.70%,2.69%,4.61%,76.78%,435.0,0.0003,834.9328214971209,https://www.stadtwerke-elbtal.de/C1257C900056C2B3/2E609DFD4B7CAD9CC1257C7D0025B4C2/$FILE/Stadtwerke-Elbtal-Stromkennzeichnung.pdf,,True,Neubrunnstraße 8,01445,Radebeul,https://www.stadtwerke-elbtal.de/swelbtal/InfoPortal/startseite,,A,x,,,,x,,,,,,True
677,Stadtwerke Elm-Lappwald GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-elm-lappwald.de/privatkunden/strom/stromkennzeichnung/,nicht aktuell,True,Marktstraße 18,38154,Königslutter am Elm,https://www.stadtwerke-elm-lappwald.de/,,A,x,,,,x,,,,,,True
678,Stadtwerke Elmshorn,5.20%,15.80%,8.90%,0.60%,44.70%,24.80%,100.00%,25.30%,9.40%,28.57%,16.09%,1.08%,44.85%,45.75%,195.0,0.0001,352.622061482821,https://www.stadtwerke-elmshorn.de/de/Privatkunden/Energie-Wasser/Strom/STROM-Plus/STROM-Plus/Stromkennzeichnung2017.pdf,,True,Westerstr. 50 - 54,25336,Elmshorn,https://www.stadtwerke-elmshorn.de/,,A,x,,,,x,,,,,,True
679,Stadtwerke Elzach Versorgungs- und Kurbetriebe,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,"https://www.elzach.de/,Lde/startseite/rathaus+_+service/strom.html",nicht aktuell,True,Hauptstraße 99,79215,Elzach,"https://www.elzach.de/,Lde/startseite/rathaus+_+service/eigenbetrieb+stadtwerke.html",,A,,,,,,,,,,,True
680,Stadtwerke Emden GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://stadtwerke-emden.de/strom/privatkunden/,nicht aktuell,True,Martin-Faber-Str. 11,26725,Emden,https://stadtwerke-emden.de/,,A,x,,,,x,,,,,,True
681,Stadtwerke Emmendingen GmbH,0.00%,0.00%,0.00%,0.00%,52.94%,47.06%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://swe-emmendingen.de/wp-content/uploads/2012/10/Stromkennzeichnung_2017.pdf,,True,Am Gaswerk 1,79312,Emmendingen,https://swe-emmendingen.de/,,?,,,,,,,,,,,True
682,Stadtwerke Emmerich GmbH,3.40%,8.90%,4.00%,0.60%,47.40%,35.70%,100.00%,13.50%,6.46%,16.92%,7.60%,1.14%,67.87%,25.67%,106.0,0.0001,201.520912547528,https://www.stadtwerke-emmerich.de/de/Netzbetrieb/Stromnetz/Stromkennzeichnung_58162.html,,True,Wassenbergstraße 1,46446,Emmerich,https://www.stadtwerke-emmerich.de/,,A,x,,,,x,,,,,,True
683,Stadtwerke Emsdetten GmbH,3.10%,24.10%,2.60%,0.40%,50.50%,19.30%,100.00%,27.10%,6.26%,48.69%,5.25%,0.81%,38.99%,54.75%,263.0,0.0001,531.3131313131311,https://www.stadtwerke-emsdetten.de/service/veroeffentlichungspflichten/,,True,Moorbrückenstraße 30,48282,Emsdetten,https://www.stadtwerke-emsdetten.de/,,A,x,,,,x,,,,,,True
684,Stadtwerke Energie Jena-Pößneck GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stadtwerke-jena.de/privatkunden/strom/allgemeines.html,,True,Rudolstädter Straße 39,07745,Jena,https://www.stadtwerke-jena.de/privatkunden.html,,A,x,,,,x,,,,,,True
685,Stadtwerke Engen GmbH,1.70%,8.00%,1.90%,0.30%,52.90%,35.20%,100.00%,10.20%,3.61%,16.99%,4.03%,0.64%,74.73%,21.66%,91.0,0.0,193.205944798302,http://www.stadtwerke-engen.de/engenGips/Gips?SessionMandant=Engen&Anwendung=CMSWEBPAGE&Methode=RefreshHTMLAusgabe&RessourceID=37163&Container.Children:1.SelectedChildIndex=0&Container.Children:1.Container.Children:0.SelectedFolderID=11793#DownloadCenter_38424,,True,Eugen-Schädler-Str. 3,78234,Engen,https://www.stadtwerke-engen.de/,,A,x,,,,x,,,,,,True
686,Stadtwerke Eppingen GmbH & Co. KG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-eppingen.de/strom.html,nicht vorhanden,True,,,,,,,,,,,,,,,,,
687,Stadtwerke Erkrath GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stadtwerke-erkrath.de/privatkunden/strom/strommix/,,True,Gruitener Straße 27,40699,Erkrath,https://www.stadtwerke-erkrath.de/,,?,,,,,,,,,,,True
688,Stadtwerke Eschwege GmbH,8.50%,24.00%,9.30%,1.40%,52.90%,3.90%,100.00%,34.70%,18.05%,50.96%,19.75%,2.97%,8.28%,73.67%,241.0,0.0002,511.677282377919,https://www.stadtwerke-eschwege.de/de/Strom/Stromkennzeichnung/,,True,Niederhoner Straße 36,37269,Eschwege,https://www.stadtwerke-eschwege.de/,,A,x,,,,x,,,,,,True
689,Stadtwerke Essen AG,4.30%,14.90%,5.90%,0.70%,52.90%,21.30%,100.00%,21.50%,9.13%,31.63%,12.53%,1.49%,45.22%,45.65%,175.0,0.0,371.549893842888,https://www.stadtwerke-essen.de/fileadmin/user_upload/PDF/Strom/Essenstrom/EssenStrom_Energietra__germix_2018-11.pdf,,True,Rüttenscheider Straße 27 - 37,45128,Essen,https://www.stadtwerke-essen.de/,,B,,x,,,x,,,,,,True
690,Stadtwerke Ettlingen GmbH,10.50%,17.60%,5.00%,1.30%,42.30%,23.30%,100.00%,23.90%,18.20%,30.50%,8.67%,2.25%,40.38%,41.42%,185.0,0.0003,320.623916811092,https://www.sw-ettlingen.de/de/Strom/Mehr-Infos-zum-Strom/,,True,Hertzstraße 33,76275,Ettlingen,https://www.sw-ettlingen.de/,,A,x,,,,x,,,,,,True
691,Stadtwerke Eutin GmbH,0.00%,0.00%,4.30%,0.00%,52.00%,43.70%,100.00%,4.30%,0.00%,0.00%,8.96%,0.00%,91.04%,8.96%,11.0,0.0,22.9166666666667,https://www.stadtwerke-eutin.de/eutinGips/Gips?SessionMandant=Eutin&Anwendung=EnWGKnotenAnzeigen&PrimaryId=9&Mandantkuerzel=Eutin&Navigation=J,,True,Holstenstraße 6,23701,Eutin,https://www.stadtwerke-eutin.de/,,R?,4.3% Erdgas,?,x,,,,, OKPower ok siegel ,,,True
692,Stadtwerke EVB Huntetal GmbH,9.00%,23.90%,10.70%,1.50%,46.00%,8.80%,99.90%,36.10%,16.67%,44.26%,19.81%,2.78%,16.30%,66.85%,283.0,0.0002,524.074074074074,https://www.stadtwerke-huntetal.de/de/Privatkunden/Strom/,,True,Amelogenstr. 1,49356,Diepholz,https://www.stadtwerke-huntetal.de/,,A,x,,,,x,,,,,,True
693,Stadtwerke Fellbach GmbH,9.30%,31.10%,8.00%,1.50%,48.10%,2.10%,100.10%,40.60%,17.92%,59.92%,15.41%,2.89%,4.05%,78.23%,347.0,0.0003,668.59344894027,http://www.stadtwerke-fellbach.de/fileadmin/user_upload/sparte/strom/strommix.pdf,,True,Ringstraße 5,70736,Fellbach,https://www.stadtwerke-fellbach.de/,,A,,,,,,,,,x,,True
694,Stadtwerke Feuchtwangen,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://stadtwerke-feuchtwangen.de/index.php/vertrieb-tarife.html,,True,Ansbacher Straße 29,91555,Feuchtwangen,https://stadtwerke-feuchtwangen.de/startseite.html,,A,,,,,,,,,,,True
695,Stadtwerke Finsterwalde GmbH,3.30%,15.80%,3.90%,0.60%,52.90%,23.50%,100.00%,20.30%,7.01%,33.55%,8.28%,1.27%,49.89%,43.10%,179.0,0.0001,380.04246284501096,https://www.stadtwerke-finsterwalde.de/cms/Strom/Stromkennzeichnung/Stromkennzeichnung/Stromkennzeichung-SF-2018.pdf,,True,Langer Damm 14,03238,Finsterwalde,https://www.stadtwerke-finsterwalde.de/,,A,x,,,,x,,,,,,True
696,Stadtwerke Flensburg GmbH,5.10%,27.40%,7.70%,1.40%,52.70%,5.70%,100.00%,36.50%,10.78%,57.93%,16.28%,2.96%,12.05%,77.17%,281.0,0.0001,594.080338266385,https://www.stadtwerke-flensburg.de/fileadmin/user_upload/pdf/strom/Strommix/Strommix-SWFL-2017.pdf,,True,Batteriestr. 48,24939,Flensburg,http://www.stadtwerke-flensburg.de/,,A,,,,,,,,,,,True
697,Stadtwerke Forchheim GmbH,2.40%,6.70%,1.50%,0.20%,52.90%,36.30%,100.00%,8.40%,5.10%,14.23%,3.18%,0.42%,77.07%,17.83%,73.0,0.0001,154.989384288747,https://www.stadtwerke-forchheim.de/legal/pflichtveroeffentlichungen/,,True,Haidfeldstrasse 8,91301,Forchheim,https://www.stadtwerke-forchheim.de/,,A,x,,,,x,,,,,,True
698,Stadtwerke Forst GmbH,6.90%,21.30%,8.30%,1.20%,52.90%,9.40%,100.00%,30.80%,14.65%,45.22%,17.62%,2.55%,19.96%,65.39%,250.0,0.0002,530.785562632696,https://www.stadtwerke-forst.de/strom,,True,,,,,,,,,,,,,,,,,
699,Stadtwerke Frankenthal GmbH,8.70%,28.30%,8.80%,1.30%,52.90%,0.00%,100.00%,38.40%,18.47%,60.08%,18.68%,2.76%,0.00%,81.53%,322.0,0.0002,683.6518046709131,https://www.stw-frankenthal.de/_Resources/Persistent/111a52a7352ec07f1943e1e4e945c032ff31524a/2017_Stromkennzeichnung_FT.pdf,,True,Wormser Str. 111,67227,Frankenthal,https://www.stw-frankenthal.de/,,A,x,,,,x,,,,,,True
700,Stadtwerke Frankfurt (Oder) GmbH,2.60%,21.90%,17.50%,0.40%,51.60%,6.00%,100.00%,39.80%,5.37%,45.25%,36.16%,0.83%,12.40%,82.23%,152.0,0.0001,314.04958677686,https://www.stadtwerke-ffo.de/strom/veroeffentlichungen/,,True,Karl-Marx-Straße 195,15230,Frankfurt (Oder),https://www.stadtwerke-ffo.de/kundencentrum/service/,,A,x,,,,x,,,,,,True
701,Stadtwerke Freudenberg GmbH & Co. KG,8.60%,26.60%,10.00%,1.60%,52.90%,0.30%,100.00%,38.20%,18.26%,56.48%,21.23%,3.40%,0.64%,81.10%,311.0,0.0002,660.297239915074,http://www.stadtwerke-freudenberg.de/de/Strom/Stromkennzeichnung/,,True,Hauptstraße 152,97896,Freudenberg,https://www.stadtwerke-freudenberg.de/,,A,x,,,,x,,,,,,True
702,Stadtwerke Freudenstadt GmbH & Co. KG,5.90%,28.40%,7.40%,1.20%,52.90%,4.10%,99.90%,37.00%,12.53%,60.30%,15.71%,2.55%,8.70%,78.56%,323.0,0.0002,685.774946921444,https://www.stadtwerke-freudenstadt.de/de/Privatkunden/Strom/Strommix,,True,Reichsstraße 9,72250,Freudenstadt,https://www.stadtwerke-freudenstadt.de/de/Privatkunden,,A,x,,,,x,,,,,,True
703,Stadtwerke Friedrichsthal GmbH & Co. KG,2.90%,4.60%,2.60%,0.00%,52.90%,37.00%,100.00%,7.20%,6.16%,9.77%,5.52%,0.00%,78.56%,15.29%,56.0,0.0001,118.89596602972401,https://www.kommpower.de/stromkennzeichnung/,,True,,,,,,,,,,,,,,,,,
704,Stadtwerke Fröndenberg GmbH,9.10%,24.20%,10.90%,1.50%,52.90%,1.40%,100.00%,36.60%,19.32%,51.38%,23.14%,3.18%,2.97%,77.71%,287.0,0.0002,609.341825902335,https://www.stadtwerke-froendenberg.de/bilder/Kennzeichnung2017.jpg,,True,,,,,,,,,,,,,,,,,
705,Stadtwerke Fürstenfeldbruck GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stadtwerke-ffb.de/de/Privatkunden/Strom/Informationen/Stromkennzeichnung/,,True,Bullachstrasse 27,82256,Fürstenfeldbruck,https://www.stadtwerke-ffb.de/,,R?,,,?,,,,x,TÜV Nord,,,True
706,Stadtwerke Furth im Wald GmbH & Co. KG,17.50%,21.30%,7.20%,0.90%,52.90%,0.20%,100.00%,29.40%,37.15%,45.22%,15.29%,1.91%,0.42%,62.42%,236.0,0.0005,501.06157112526495,https://www.stadtwerke-furth.de/index.php/vertrieb/vertrieb-veroeffentlichung/category/129-stromkennzeichnung,,True,,,,,,,,,,,,,,,,,
707,Stadtwerke Gaggenau,9.20%,28.50%,8.20%,1.10%,52.90%,0.10%,100.00%,37.80%,19.53%,60.51%,17.41%,2.34%,0.21%,80.25%,299.0,0.0002,634.819532908705,https://www.stadtwerke-gaggenau.de/de/Privatkunden/Strom/Nuetzliche-Informationen-zu-Ihrem-Strompreis/Informationen-zu-Ihrem-Strompreis.html,,True,,,,,,,,,,,,,,,,,
708,Stadtwerke Garbsen GmbH,7.50%,30.00%,4.90%,0.60%,52.90%,4.10%,100.00%,35.50%,15.92%,63.69%,10.40%,1.27%,8.70%,75.37%,315.0,0.0002,668.7898089171971,https://www.stadtwerke-garbsen.de/_Resources/Persistent/2c278fae886552d6531319332c6c104a6be15c9b/Stromkennzeichnung%202018.pdf,,True,Kochslandweg 20-22,30823,Garbsen,https://www.stadtwerke-garbsen.de/,,A,x,,,,x,,,,,,True
709,Stadtwerke Geesthacht GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-geesthacht.de/strom.html,nicht vorhanden,True,Elbuferstraße 48-54,21502,Geesthacht,https://www.stadtwerke-geesthacht.de/startseite,,A,x,,,,x,,,,,,True
710,Stadtwerke Geldern GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-geldern.de/privatkunden/strom/stromkennzeichnung,nicht aktuell,True,Markt 25,47608,Geldern,https://www.stadtwerke-geldern.de/,,A,x,,,,x,,,,,,True
711,Stadtwerke Gelnhausen GmbH,18.10%,22.20%,5.70%,0.90%,52.90%,0.20%,100.00%,28.80%,38.43%,47.13%,12.10%,1.91%,0.42%,61.15%,243.0,0.0005,515.923566878981,https://www.stadtwerke-gelnhausen.de/faq/stromkennzeichnung.html,,True,Philipp-Reis-Straße 1 - 3,63571,Gelnhausen,https://www.stadtwerke-gelnhausen.de/startseite.html,,A,x,,,,x,,,,,,True
712,Stadtwerke Gengenbach,6.50%,28.90%,8.60%,1.20%,52.90%,1.90%,100.00%,38.70%,13.80%,61.36%,18.26%,2.55%,4.03%,82.17%,329.0,0.0002,698.513800424628,https://www.stadtwerke-gengenbach.de/index.php?id=131&L=0,,True,Hauptstraße 17,77723,Gengenbach,https://www.stadtwerke-gengenbach.de/index.php?id=4,,A,x,,,,x,,,,,,True
713,Stadtwerke Georgsmarienhütte GmbH,5.90%,18.20%,14.60%,1.10%,52.90%,7.20%,99.90%,33.90%,12.53%,38.64%,31.00%,2.34%,15.29%,71.97%,237.0,0.0002,503.184713375796,http://www.sw-gmhuette.de/de/Produkte-Preise/Strom/Stromkennzeichnung1/,,True,Malbergerstraße 13,49124,Georgsmarienhütte,http://www.sw-gmhuette.de/,,A,x,,,,x,,,,,,True
